dont_email,dont_call,occupation,received_free_copy,total_site_visit,total_time_spend_on_site,avg_page_view_per_visit,converted
No,No,Unemployed,No,4.0,1054.0,1.33,1
No,No,Unemployed,No,1.0,275.0,1.0,0
No,No,Unemployed,Yes,2.0,129.0,2.0,1
No,No,Unemployed,Yes,2.0,1530.0,2.0,1
No,No,Unemployed,No,8.0,10.0,4.0,1
No,No,Working Professional,No,4.0,1833.0,4.0,1
No,No,Unemployed,No,2.0,362.0,2.0,0
No,No,Unemployed,Yes,7.0,1602.0,1.4,0
No,No,Working Professional,No,2.0,761.0,2.0,1
No,No,Unemployed,Yes,3.0,1331.0,3.0,0
No,No,Unemployed,No,3.0,329.0,3.0,1
No,No,Unemployed,No,3.0,117.0,1.5,0
No,No,Unemployed,No,5.0,154.0,5.0,0
No,No,Unemployed,Yes,3.0,1368.0,3.0,1
No,No,Unemployed,Yes,2.0,1392.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.5977173233270796,1010.0,2.465630081300813,1
No,No,Unemployed,Yes,3.0,1373.0,3.0,0
No,No,Unemployed,Yes,3.0,1886.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,2.0,153.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,1246.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,5.0,1030.0,5.0,0
No,No,Unemployed,Yes,18.0,241.0,2.0,0
Yes,No,Student,No,1.0,328.0,1.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,1681.0,6.0,1
No,No,Unemployed,Yes,2.0,7.0,2.0,0
No,No,Unemployed,No,5.0,1732.0,5.0,0
Yes,No,Unemployed,Yes,18.0,301.0,1.5,0
No,No,Unemployed,No,2.0,1449.0,2.0,0
No,No,Unemployed,No,4.0,298.0,4.0,1
No,No,Unemployed,Yes,1.0,336.0,1.0,0
No,No,Unemployed,Yes,11.0,1858.0,5.5,0
No,No,Unemployed,No,2.0,43.0,2.0,0
No,No,Unemployed,No,3.0,93.0,1.5,0
No,No,Unemployed,Yes,6.0,178.0,1.5,0
No,No,Working Professional,No,5.0,1042.0,1.67,1
No,Yes,Unemployed,No,9.0,1482.0,3.0,1
Yes,No,Unemployed,No,2.0,108.0,2.0,0
No,No,Unemployed,Yes,4.0,1199.0,2.0,1
No,No,Unemployed,Yes,5.0,381.0,5.0,0
No,No,Unemployed,No,4.0,776.0,4.0,1
No,No,Unemployed,No,2.0,67.0,2.0,0
No,No,Unemployed,No,2.0,1881.0,2.0,1
Yes,No,Unemployed,Yes,4.0,447.0,4.0,0
No,No,Unemployed,No,3.0,234.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,36.0,2.0,0
No,No,Unemployed,No,4.0,991.0,4.0,1
No,No,Working Professional,Yes,3.0,110.0,3.0,1
No,No,Unemployed,Yes,5.0,190.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1132.0,4.0,1
No,No,Unemployed,No,13.0,1667.0,4.33,1
No,No,Unemployed,No,24.0,1500.0,2.0,1
No,No,Working Professional,Yes,5.0,660.0,5.0,1
No,No,Unemployed,No,3.0,300.0,3.0,0
No,No,Unemployed,No,1.0,1397.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,287.0,3.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,Yes,4.0,52.0,4.0,1
No,No,Unemployed,No,2.0,312.0,2.0,0
No,No,Unemployed,No,4.0,137.0,4.0,0
No,No,Unemployed,Yes,2.0,130.0,1.0,0
No,No,Unemployed,Yes,4.0,1385.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1132.0,4.0,1
No,No,Unemployed,Yes,2.0,383.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,4.0,1300.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,6.0,298.0,6.0,1
No,No,Student,No,2.0,360.0,2.0,0
No,No,Unemployed,Yes,3.0,451.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,388.0,1.5,0
No,No,Unemployed,No,2.0,40.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,6.0,648.0,6.0,0
No,No,Unemployed,Yes,2.0,1770.0,2.0,1
No,No,Unemployed,No,1.0,288.0,1.0,1
No,No,Unemployed,No,2.0,89.0,2.0,0
No,No,Unemployed,Yes,6.0,223.0,2.0,1
No,No,Unemployed,Yes,8.0,567.0,4.0,1
No,No,Unemployed,No,2.0,43.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,336.0,2.0,0
No,No,Unemployed,Yes,5.0,1880.0,5.0,1
No,No,Unemployed,No,4.0,223.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,183.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,7.0,1284.0,3.5,1
No,No,Unemployed,Yes,3.0,880.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,10.0,97.0,3.33,1
No,No,Working Professional,Yes,2.0,1138.0,2.0,1
No,No,Unemployed,Yes,7.0,1104.0,3.5,1
Yes,No,Student,No,3.0,1685.0,1.5,0
No,No,Unemployed,No,2.0,1331.0,2.0,1
No,No,Unemployed,No,2.0,370.0,1.0,0
No,No,Unemployed,No,4.0,416.0,2.0,0
No,No,Unemployed,No,2.0,476.0,1.0,0
No,No,Unemployed,Yes,5.0,392.0,5.0,0
No,No,Unemployed,No,3.5977173233270796,1070.0,2.465630081300813,1
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,985.0,2.0,1
No,No,Unemployed,Yes,7.0,1174.0,3.5,1
No,No,Unemployed,Yes,2.0,201.0,2.0,0
No,No,Unemployed,No,14.0,1602.0,7.0,0
Yes,No,Unemployed,No,115.0,187.0,8.21,0
No,No,Unemployed,No,1.0,1286.0,1.0,0
No,No,Unemployed,Yes,9.0,1475.0,3.0,1
No,No,Unemployed,No,2.0,957.0,2.0,1
No,No,Unemployed,No,3.0,278.0,3.0,0
No,No,Unemployed,No,5.0,1490.0,5.0,1
No,No,Unemployed,No,5.0,903.0,5.0,0
No,No,Unemployed,Yes,4.0,93.0,1.33,0
No,No,Working Professional,Yes,2.0,1106.0,2.0,1
No,No,Unemployed,Yes,8.0,1255.0,8.0,1
No,No,Unemployed,No,3.0,714.0,3.0,1
No,No,Working Professional,No,8.0,826.0,1.6,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,13.0,254.0,3.25,0
No,No,Unemployed,Yes,2.0,248.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,282.0,2.5,0
No,No,Unemployed,No,3.0,397.0,3.0,0
No,No,Unemployed,No,6.0,63.0,6.0,0
No,No,Unemployed,No,2.0,216.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,1234.0,2.0,1
No,No,Unemployed,No,6.0,125.0,3.0,0
No,No,Unemployed,No,2.0,298.0,2.0,0
No,No,Unemployed,Yes,9.0,390.0,1.5,0
No,No,Working Professional,No,4.0,1048.0,1.33,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,842.0,6.0,1
No,No,Unemployed,No,2.0,115.0,2.0,0
No,No,Unemployed,No,5.0,68.0,2.5,1
No,No,Unemployed,No,1.0,1173.0,1.0,0
No,No,Student,Yes,2.0,1160.0,2.0,0
No,No,Unemployed,No,3.0,1708.0,3.0,0
No,No,Unemployed,Yes,2.0,742.0,2.0,0
No,No,Unemployed,Yes,5.0,244.0,5.0,0
No,No,Unemployed,Yes,8.0,248.0,8.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,2.0,96.0,2.0,0
No,No,Working Professional,Yes,4.0,926.0,4.0,1
No,No,Unemployed,Yes,2.0,51.0,2.0,0
No,No,Unemployed,No,2.0,49.0,2.0,0
No,No,Unemployed,No,2.0,216.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,260.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Student,No,10.0,59.0,3.33,0
No,No,Unemployed,No,3.0,270.0,1.5,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,4.0,187.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,1245.0,7.0,1
No,No,Student,Yes,1.0,49.0,1.0,0
No,No,Working Professional,Yes,6.0,1069.0,6.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,212.0,6.0,0
No,No,Unemployed,No,1.0,54.0,1.0,0
No,No,Unemployed,Yes,2.0,97.0,2.0,0
No,No,Unemployed,No,1.0,87.0,1.0,0
No,No,Unemployed,No,2.0,306.0,2.0,0
No,No,Unemployed,No,4.0,62.0,4.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,1606.0,4.0,1
No,No,Unemployed,No,3.0,32.0,3.0,0
No,No,Working Professional,Yes,3.0,127.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,84.0,2.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,1357.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,989.0,2.0,0
No,No,Unemployed,Yes,3.0,509.0,3.0,0
No,No,Unemployed,Yes,6.0,99.0,6.0,1
No,No,Unemployed,No,3.0,262.0,3.0,0
No,No,Unemployed,No,3.0,1264.0,3.0,1
No,No,Unemployed,Yes,6.0,95.0,2.0,0
No,No,Unemployed,Yes,6.0,68.0,6.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,6.0,1134.0,6.0,1
No,No,Unemployed,Yes,2.0,1757.0,2.0,1
No,No,Unemployed,Yes,5.0,286.0,5.0,0
No,No,Working Professional,Yes,7.0,1357.0,1.75,1
No,No,Unemployed,No,3.0,303.0,3.0,0
No,No,Unemployed,No,10.0,275.0,3.33,0
No,No,Unemployed,No,3.0,690.0,3.0,0
No,No,Unemployed,No,2.0,860.0,2.0,0
No,No,Unemployed,No,4.0,153.0,2.0,0
No,No,Unemployed,No,3.0,1231.0,3.0,1
No,No,Unemployed,Yes,2.0,404.0,2.0,0
No,No,Unemployed,Yes,2.0,1025.0,2.0,1
No,No,Unemployed,No,5.0,285.0,5.0,1
No,No,Unemployed,No,7.0,45.0,3.5,0
No,No,Unemployed,No,5.0,129.0,2.5,0
No,No,Unemployed,No,5.0,1283.0,1.67,1
No,No,Unemployed,No,2.0,125.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,422.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,1687.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
Yes,No,Unemployed,No,3.5977173233270796,156.0,2.465630081300813,0
No,No,Student,Yes,2.0,418.0,2.0,0
No,No,Working Professional,Yes,2.0,111.0,2.0,1
No,No,Unemployed,Yes,6.0,1081.0,3.0,1
No,No,Unemployed,No,9.0,185.0,3.0,1
No,No,Unemployed,Yes,6.0,543.0,6.0,0
No,No,Student,No,3.0,92.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,228.0,2.0,0
Yes,No,Unemployed,Yes,2.0,143.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,6.0,1.0,1
No,No,Unemployed,Yes,2.0,272.0,2.0,0
Yes,No,Unemployed,Yes,3.0,280.0,3.0,0
No,No,Unemployed,Yes,12.0,830.0,2.4,1
No,No,Unemployed,Yes,4.0,138.0,4.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,954.0,2.0,0
No,No,Unemployed,No,5.0,1757.0,2.5,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,87.0,2.0,1
Yes,No,Unemployed,No,3.5977173233270796,44.0,2.465630081300813,0
No,No,Unemployed,Yes,2.0,547.0,2.0,0
No,No,Unemployed,No,11.0,378.0,3.67,0
No,No,Unemployed,No,11.0,1858.0,2.2,1
No,No,Unemployed,Yes,2.0,61.0,2.0,0
No,No,Unemployed,Yes,3.0,1678.0,1.5,0
No,No,Unemployed,Yes,9.0,426.0,4.5,0
No,No,Unemployed,No,2.0,1265.0,2.0,1
No,No,Working Professional,Yes,1.0,993.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,4.0,80.0,4.0,0
No,No,Unemployed,No,2.0,1392.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,9.0,1324.0,3.0,1
No,No,Unemployed,No,4.0,1081.0,4.0,0
No,No,Unemployed,No,4.0,1549.0,4.0,1
No,No,Unemployed,Yes,3.0,250.0,3.0,0
No,No,Unemployed,No,7.0,1055.0,7.0,0
Yes,No,Unemployed,No,3.0,38.0,3.0,0
No,No,Unemployed,No,4.0,1338.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,308.0,2.0,0
No,No,Unemployed,No,5.0,538.0,5.0,1
No,No,Unemployed,No,4.0,1175.0,4.0,1
No,No,Unemployed,No,5.0,483.0,5.0,1
No,No,Unemployed,No,1.0,275.0,1.0,0
No,No,Unemployed,No,2.0,1138.0,2.0,1
No,No,Unemployed,No,5.0,124.0,5.0,0
No,No,Unemployed,No,2.0,124.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,5.0,120.0,5.0,0
No,No,Unemployed,Yes,10.0,1450.0,5.0,1
No,No,Unemployed,No,13.0,1469.0,2.17,1
No,No,Unemployed,No,6.0,596.0,2.0,1
No,No,Working Professional,No,5.0,57.0,2.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,1155.0,1.67,1
No,No,Working Professional,No,5.0,1255.0,2.5,1
No,No,Unemployed,Yes,5.0,171.0,2.5,0
No,No,Unemployed,Yes,3.0,1174.0,3.0,0
No,No,Student,No,2.0,84.0,1.0,0
No,No,Unemployed,No,2.0,530.0,2.0,0
No,No,Unemployed,Yes,6.0,1094.0,2.0,1
No,No,Unemployed,No,1.0,1046.0,1.0,1
No,No,Unemployed,No,4.0,287.0,4.0,0
No,No,Unemployed,Yes,2.0,1019.0,2.0,1
No,No,Unemployed,No,5.0,0.0,2.5,0
No,No,Unemployed,No,4.0,678.0,4.0,0
No,No,Unemployed,No,3.0,130.0,3.0,0
No,No,Unemployed,No,9.0,234.0,1.8,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,7.0,964.0,3.5,1
No,No,Unemployed,Yes,17.0,409.0,8.5,0
No,No,Unemployed,Yes,5.0,1763.0,1.67,1
Yes,No,Unemployed,No,15.0,978.0,15.0,0
No,No,Unemployed,No,5.0,9.0,5.0,0
No,No,Working Professional,Yes,7.0,67.0,7.0,0
No,No,Unemployed,Yes,14.0,438.0,7.0,1
No,No,Unemployed,No,4.0,948.0,4.0,0
No,No,Working Professional,No,8.0,1456.0,2.67,1
No,No,Unemployed,Yes,4.0,217.0,2.0,0
No,No,Unemployed,Yes,4.0,1477.0,4.0,1
No,No,Unemployed,Yes,2.0,231.0,2.0,0
No,No,Student,No,0.0,0.0,0.0,0
No,No,Unemployed,No,3.0,1531.0,3.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,1.0,241.0,1.0,0
No,No,Working Professional,No,4.0,854.0,4.0,1
No,No,Unemployed,No,3.5977173233270796,429.0,2.465630081300813,1
No,No,Unemployed,Yes,3.0,1829.0,3.0,0
No,No,Unemployed,No,2.0,157.0,2.0,0
No,No,Working Professional,Yes,3.0,1230.0,3.0,1
No,No,Unemployed,No,2.0,547.0,1.0,0
No,No,Unemployed,Yes,2.0,323.0,2.0,0
No,No,Student,Yes,11.0,374.0,11.0,1
No,No,Working Professional,No,5.0,451.0,5.0,1
No,No,Unemployed,Yes,3.0,1080.0,1.5,1
No,No,Unemployed,No,9.0,310.0,9.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,3.0,984.0,3.0,1
No,No,Unemployed,Yes,4.0,941.0,2.0,1
No,No,Unemployed,No,3.0,105.0,3.0,1
No,No,Unemployed,Yes,5.0,1450.0,5.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,303.0,4.0,0
No,No,Unemployed,No,7.0,324.0,2.33,0
No,No,Unemployed,No,3.0,491.0,3.0,0
No,No,Unemployed,Yes,2.0,1235.0,2.0,0
No,No,Unemployed,Yes,2.0,1325.0,2.0,1
Yes,No,Unemployed,Yes,6.0,186.0,6.0,0
No,No,Student,Yes,2.0,326.0,2.0,0
No,No,Unemployed,No,1.0,367.0,1.0,0
No,No,Unemployed,Yes,3.0,381.0,1.5,0
No,No,Unemployed,No,4.0,120.0,4.0,0
No,No,Unemployed,No,10.0,216.0,1.25,1
No,No,Working Professional,Yes,2.0,826.0,1.0,1
No,No,Unemployed,No,6.0,1049.0,6.0,0
No,No,Unemployed,No,2.0,1298.0,1.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,11.0,269.0,1.83,0
No,No,Unemployed,Yes,5.0,1673.0,5.0,1
No,No,Unemployed,No,6.0,262.0,6.0,0
No,No,Working Professional,No,3.5977173233270796,705.0,2.465630081300813,1
No,No,Unemployed,Yes,7.0,461.0,2.33,0
Yes,No,Working Professional,No,4.0,1674.0,4.0,1
No,No,Unemployed,Yes,3.0,387.0,3.0,0
No,No,Unemployed,No,5.0,47.0,5.0,0
No,No,Unemployed,No,2.0,1148.0,2.0,0
Yes,No,Unemployed,Yes,5.0,36.0,2.5,0
No,No,Unemployed,No,3.0,320.0,3.0,0
No,No,Unemployed,No,2.0,12.0,2.0,0
No,No,Unemployed,Yes,5.0,329.0,5.0,0
No,No,Unemployed,Yes,2.0,1284.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,273.0,2.0,0
No,No,Unemployed,No,6.0,766.0,2.0,1
No,No,Unemployed,Yes,2.0,1017.0,2.0,0
No,No,Unemployed,Yes,2.0,424.0,2.0,1
No,No,Unemployed,No,3.0,871.0,3.0,0
No,No,Unemployed,No,2.0,1587.0,2.0,1
No,No,Unemployed,No,2.0,1387.0,1.0,1
No,No,Unemployed,Yes,2.0,392.0,2.0,0
No,No,Unemployed,No,9.0,352.0,9.0,0
No,No,Unemployed,No,3.5977173233270796,1995.0,2.465630081300813,1
No,No,Unemployed,Yes,7.0,1434.0,7.0,1
No,No,Unemployed,No,3.5977173233270796,1469.0,2.465630081300813,1
No,No,Student,No,4.0,140.0,2.0,0
No,No,Unemployed,Yes,14.0,1495.0,7.0,1
No,No,Unemployed,Yes,2.0,2272.0,2.0,0
No,No,Unemployed,No,2.0,1793.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,1311.0,2.0,1
No,No,Unemployed,No,3.5977173233270796,347.0,2.465630081300813,0
Yes,No,Unemployed,No,3.0,11.0,3.0,0
Yes,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,1658.0,1.0,0
No,No,Working Professional,Yes,5.0,1366.0,2.5,1
No,No,Unemployed,Yes,4.0,266.0,2.0,0
No,No,Unemployed,No,2.0,539.0,2.0,0
No,No,Unemployed,No,4.0,673.0,2.0,1
No,No,Unemployed,Yes,9.0,128.0,4.5,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,0.0,0.0,0.0,1
No,No,Unemployed,Yes,17.0,1056.0,4.25,1
No,No,Unemployed,No,4.0,715.0,2.0,1
No,No,Unemployed,No,5.0,1230.0,5.0,0
No,No,Unemployed,No,12.0,150.0,3.0,0
No,No,Unemployed,No,3.0,62.0,3.0,0
No,No,Working Professional,Yes,3.0,829.0,3.0,1
No,No,Working Professional,No,10.0,764.0,10.0,1
No,No,Unemployed,Yes,6.0,1485.0,6.0,0
No,No,Unemployed,No,3.0,1715.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1307.0,1.33,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,74.0,2.0,0
No,No,Working Professional,No,2.0,640.0,1.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,1161.0,1.0,0
No,No,Unemployed,Yes,2.0,918.0,2.0,1
No,No,Working Professional,Yes,10.0,1851.0,2.5,1
No,No,Unemployed,Yes,2.0,231.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,1.0,205.0,1.0,0
No,No,Unemployed,No,3.0,984.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,1.0,183.0,1.0,0
No,No,Unemployed,Yes,21.0,1587.0,3.5,1
No,No,Student,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,2.0,1241.0,2.0,0
No,No,Unemployed,Yes,4.0,295.0,4.0,0
No,No,Unemployed,Yes,10.0,568.0,5.0,1
No,No,Unemployed,No,2.0,85.0,2.0,0
No,No,Unemployed,No,7.0,1148.0,7.0,1
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1714.0,4.0,0
No,No,Unemployed,Yes,4.0,1882.0,4.0,1
No,No,Unemployed,No,11.0,1882.0,2.75,1
No,No,Working Professional,No,4.0,419.0,1.33,1
No,No,Unemployed,No,5.0,1790.0,1.25,1
No,No,Unemployed,Yes,2.0,1050.0,2.0,1
No,No,Unemployed,Yes,5.0,38.0,5.0,0
No,No,Unemployed,No,2.0,63.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,18.0,91.0,3.6,0
No,No,Unemployed,Yes,7.0,953.0,3.5,1
No,No,Unemployed,Yes,2.0,461.0,2.0,0
Yes,No,Unemployed,No,2.0,207.0,2.0,0
No,No,Unemployed,No,5.0,639.0,5.0,1
No,No,Unemployed,No,3.0,66.0,3.0,0
No,No,Unemployed,No,2.0,663.0,2.0,0
No,No,Unemployed,Yes,3.0,96.0,1.5,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Working Professional,Yes,9.0,945.0,3.0,1
No,No,Unemployed,No,3.0,1553.0,3.0,1
No,No,Unemployed,No,4.0,1529.0,4.0,1
No,No,Unemployed,No,6.0,168.0,2.0,1
No,No,Unemployed,No,4.0,244.0,4.0,0
No,No,Unemployed,No,2.0,353.0,2.0,1
No,No,Unemployed,No,13.0,436.0,13.0,1
No,No,Working Professional,Yes,1.0,832.0,1.0,1
No,No,Unemployed,No,5.0,446.0,2.5,0
No,No,Unemployed,Yes,4.0,245.0,2.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,234.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,4.0,1433.0,4.0,0
No,No,Unemployed,No,3.0,168.0,1.5,1
No,No,Unemployed,No,3.0,734.0,1.5,1
No,No,Unemployed,No,3.0,1068.0,3.0,1
No,No,Unemployed,Yes,2.0,215.0,2.0,0
No,No,Unemployed,Yes,4.0,1371.0,4.0,0
Yes,No,Unemployed,Yes,2.0,199.0,2.0,0
No,No,Unemployed,Yes,8.0,193.0,8.0,0
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,4.0,105.0,4.0,0
No,No,Unemployed,Yes,3.0,37.0,3.0,0
No,No,Working Professional,Yes,4.0,1115.0,1.33,1
No,No,Unemployed,No,12.0,766.0,6.0,1
No,No,Unemployed,No,4.0,1530.0,2.0,1
No,No,Working Professional,No,2.0,1599.0,1.0,1
No,No,Unemployed,No,14.0,174.0,2.8,0
No,No,Unemployed,No,2.0,1007.0,2.0,0
No,No,Working Professional,Yes,2.0,766.0,2.0,1
No,No,Unemployed,No,3.0,1390.0,3.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
No,No,Unemployed,No,2.0,145.0,1.0,1
No,No,Working Professional,No,0.0,0.0,0.0,1
Yes,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,1.0,1112.0,1.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,8.0,1677.0,2.0,0
No,No,Unemployed,Yes,3.0,413.0,3.0,0
No,No,Unemployed,Yes,2.0,145.0,2.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,5.0,83.0,5.0,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,No,2.0,219.0,2.0,0
No,No,Unemployed,No,7.0,1720.0,2.33,0
No,No,Unemployed,No,0.0,0.0,0.0,0
No,No,Unemployed,Yes,2.0,1249.0,2.0,1
No,No,Working Professional,No,3.0,1494.0,3.0,1
No,No,Unemployed,No,4.0,1692.0,4.0,1
No,No,Unemployed,No,5.0,1287.0,5.0,1
No,No,Unemployed,No,10.0,1618.0,2.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,No,3.0,477.0,3.0,0
No,No,Unemployed,No,0.0,0.0,0.0,1
Yes,No,Working Professional,No,11.0,1494.0,11.0,1
No,No,Unemployed,No,3.0,1412.0,3.0,1
No,No,Unemployed,No,0.0,0.0,0.0,1
No,No,Unemployed,Yes,5.0,300.0,5.0,1
No,No,Unemployed,Yes,2.0,62.0,1.0,0
